Policy ID,Holder Name,Holder Id,Insurance Type,Holder Age,Holder Phone Number,Holder Incomes,Holder Address,Premium Amount,Start Date,End Date,commission_amount,members,carrier_name,days_of_payment_delay
5a173bb5-bf68-4917-8f5c-0ab6d76da06c,Kim Wagner,45df3623-0616-45d0-9971-3466845d8c7b,Automóvil,30,742-526-6602x481,>24.000,"936 John Extensions Apt. 509
North Timothy, DE 26863",1087.64,2021-09-20,2026-02-01,73.43,7,Oscar,30
7eb8463c-d494-4b92-b12b-06a265651a5b,Travis Ward,e92653c8-13fe-44a1-8125-d90290183ff6,Automóvil,39,+1-331-752-1319,>50.000,"USS Morgan
FPO AE 17110",1054.55,2022-02-19,2026-05-27,54.85,2,Florida Blue,20
5f5b3faf-4bad-473e-a2bf-af9724afcd67,Elizabeth Reynolds,9152e255-3e3a-401a-9e07-f57cc919def4,Hogar,63,+1-799-399-8600,>24.000,"71242 Morrison Forest Apt. 107
North Jason, TN 47173",4708.27,2023-03-28,2029-03-09,56.77,7,Ambetter,19
cd153abe-6a49-484e-b2af-46b37d67b520,Denise Mahoney,9eb85a54-f6e8-48a5-9320-be86979d9428,Hogar,52,269.745.2889,>60.00,"6480 Hernandez Heights Apt. 042
Lindseyfurt, NE 17225",4611.66,2024-03-15,2026-03-19,56.13,4,Oscar,19
3d44fa6a-0d28-45d9-9e40-b21a3212e71b,Katherine Morrow,21ad6223-91b2-4dfd-9af5-b9f6da1664be,Hogar,56,(817)409-9510,>100.000,"7447 Andrew Crossroad
Stewartmouth, WV 80385",4966.03,2022-03-21,2026-05-30,65.1,7,Ambetter,9
0796294c-c6bf-4911-9c52-4fefcd1cf027,Ryan Hall,e69a4eca-8bd1-4f39-83c7-4773576411b9,Automóvil,24,(665)887-8385x1449,>100.000,"06221 Caroline Viaduct Apt. 506
East Justin, IA 86345",1148.82,2024-05-13,2027-05-20,54.66,5,Ambetter,15
b14d4037-071d-4ca3-80fc-c0c2f677e3e4,Sandy Johnson,0b1c1a55-1e6a-4928-ac5c-58ba9e703fe7,Salud,41,(715)594-3037x909,>500.0000,"30580 Alexandra Shoal
South Christophermouth, NV 08480",2590.84,2023-02-16,2027-08-19,74.52,3,Ambetter,31
edbaee2f-7646-4926-93d1-04d463b66f02,Gina Jones,5d65ae4b-043f-46c2-b566-8659d67f88a7,Automóvil,33,+1-344-454-6758x7700,>24.000,"4580 Alan Burgs Apt. 989
Port Tiffany, MD 01018",8086.61,2022-07-31,2024-10-15,60.56,3,Ambetter,8
f34dead7-e19f-43eb-98a0-6169a14c7384,Joseph Noble,51f46502-0740-41e7-b348-46af35c2113f,Salud,40,001-511-656-0190x1366,>100.000,"984 Garcia Circles Apt. 900
Sandrafurt, IA 70770",6218.89,2022-03-03,2023-10-27,50.39,4,Ambetter,27
ceca7bea-7085-4f80-a490-af2a46a73019,Christina Ramirez,737163ea-678a-471d-8d70-4550b65e479b,Vida,37,557-755-1888,>50.000,"0754 Logan Ferry Apt. 619
Butlermouth, RI 59727",4932.07,2021-10-15,2024-04-13,53.1,6,Ambetter,20
283644f3-3631-4005-9cce-82b3a537f222,Kathy Hunter,d00ffa9a-d3d4-41fd-bb73-0131c8811efb,Automóvil,42,818.664.9886,>60.00,"59827 Andersen Cliffs
North Todd, MS 03201",9036.14,2023-06-16,2025-10-05,52.74,2,Oscar,23
ae1d1cdb-65e9-4f43-8d9f-d3cc145bc6c9,Jennifer Weber,c75228f7-ccf2-4a68-bb66-3ced3ce22416,Vida,41,(204)467-0866x8253,>500.0000,"Unit 0316 Box 2351
DPO AE 71391",6206.42,2023-07-06,2026-02-05,57.02,2,Florida Blue,23
a595e3e1-7c4f-4337-8576-afc00f5ff751,Amanda Guerrero DVM,b54b9a50-6c45-4810-9493-5945f8b92e24,Automóvil,45,+1-643-982-4028x432,>50.000,"18825 Andrews Springs
Ryanfort, HI 86294",7159.75,2022-07-17,2029-04-19,55.29,5,Ambetter,19
4ab16f3b-0077-4482-982c-224ec0659545,Christian Hutchinson,01b54773-8893-406e-b4a6-13ecef0b6db0,Vida,36,271-238-0694,<24.000,"082 Noble Forks Suite 617
West Matthewfort, GU 45536",3975.68,2023-11-21,2028-08-31,65.99,4,Florida Blue,12
1927b90f-eae7-4c88-a11e-d31a695389bb,Vanessa Davis,171ac942-6e19-41a2-bed3-4fbd0230c91a,Hogar,51,+1-894-593-7289,>50.000,"1822 West Ports
Houstonfurt, MD 17389",3441.73,2023-12-01,2024-04-10,60.67,1,Oscar,21
1db71c30-256d-4967-80eb-f0a27f45e01b,Jessica Martin,0fb15eec-79eb-4e4e-9a7c-58c21a21bfb0,Viaje,31,819.620.0429x05183,<24.000,"7591 Jennifer Lodge
Lake Amy, MA 02082",4100.87,2021-12-07,2026-07-12,61.24,7,Ambetter,0
ecfd5563-ce99-4604-98ed-a07d86aa6082,Karen Strickland MD,fe326266-606b-4251-8568-e5ad35c000e0,Vida,19,(744)308-0539x885,>50.000,"57132 Cunningham Underpass
South Anthonybury, NE 64955",870.99,2022-08-01,2026-06-17,57.02,5,Florida Blue,14
8a2104a7-fedb-4e06-8ce7-b8b60479cbfe,Erik Norris,b2bd84d3-3c1a-415d-a8ef-6341347a1a85,Salud,61,(926)601-1211x5055,>60.00,"516 Collins Ports Apt. 719
Port Brianna, FM 45570",1511.12,2023-09-29,2029-01-10,74.07,6,Ambetter,5
4758cb60-eb83-49f0-8e27-ac0111d63efa,Michele Phelps,64ba2118-233d-43d9-90fa-6700927a6c51,Hogar,43,(254)590-2316,>500.0000,"256 Douglas Expressway Apt. 582
Brianfort, WV 78750",4067.34,2022-11-26,2025-12-13,62.28,2,Ambetter,30
f9a2f7a1-1349-4923-b77b-08b60ef29db1,Jeanette Thomas,2cac9ef7-dc12-4cc4-a183-73b3c66801f6,Vida,58,989.748.2336,>36.000,"41682 Foster Neck Apt. 383
New Jennyfurt, ME 93640",4431.23,2023-12-28,2025-10-25,68.18,7,Florida Blue,11
eb821ce2-5de4-4e7d-b6cb-103e4d169787,Alexander Ryan,cd0d17dc-826e-434c-a96e-bdc12280fe6b,Salud,27,+1-552-692-3234,<24.000,"64687 King Run Suite 578
Michaelport, TX 64596",401.43,2023-11-04,2026-09-09,68.25,1,Ambetter,8
c29726f1-3902-4126-b076-4592857bcd03,Jerry Bradshaw,a2a0858e-fdb8-458e-af67-47fc83230215,Automóvil,43,526-341-0455x7090,>500.0000,"10480 Banks Station Apt. 822
West Jonathanton, KS 26477",9250.62,2023-06-11,2027-11-21,59.91,4,Ambetter,1
29c3dc6d-1904-4925-bb8e-a9d4fa386d33,Madison Vazquez,6a274948-4fdc-488c-976c-693769382d1a,Viaje,28,281-748-1992x76370,<24.000,"37594 George Plain Suite 393
East Yvonne, SD 74078",1611.68,2024-02-24,2029-03-15,60.3,1,Ambetter,30
8822007f-d5f6-49ec-9c01-137dce854702,Natalie Romero,59b919b9-1170-42de-b512-56e3dd7bd3d4,Hogar,42,(377)763-8530,>24.000,"75342 Robert Wall Apt. 926
Lake Keith, WV 52782",3377.64,2023-11-19,2024-05-07,62.78,4,Ambetter,23
2ec06be7-bfc7-4caa-8ad8-33ecd0104c23,Jeffrey Mcguire,efe32489-434b-45ee-8235-58ed25f75529,Salud,38,001-920-968-9438,>500.0000,"2314 Allison Square
South Amandaburgh, HI 98389",4681.99,2024-03-05,2029-06-10,70.06,7,Oscar,13
ec06d504-39be-422a-a8b9-42e01ff06649,Jeffrey Day,59e3cd9f-cf14-4dfe-9dc9-ab014688cd46,Salud,32,+1-884-620-0124x40673,>500.0000,"0495 Hall Plaza Apt. 631
Port Jeanburgh, PR 89880",3204.6,2023-08-28,2024-07-27,59.67,4,Ambetter,26
ea4c83f7-d1ae-48c3-800b-090e2f854e65,Bruce Wright,7ec885d4-c0fd-4a07-8ba2-c90cc7f5f8f7,Vida,46,+1-534-868-3755x475,>100.000,"19392 Patrick Mews Suite 985
West Jesse, PR 37982",8689.79,2021-09-22,2027-12-14,64.82,5,Florida Blue,31
e6821712-02fc-4830-adf3-d45db278c093,Cheryl Henderson,192532b5-b3ac-4e3c-8349-c2fee38ab551,Automóvil,46,737-961-9867,<24.000,"PSC 8768, Box 4397
APO AP 45778",3212.33,2023-10-01,2027-07-21,59.68,6,Oscar,28
6f8da9c7-fef1-4d37-82d0-8db3e84772b7,Lisa Schultz,22534fdd-6464-4b01-aedd-b5f5a519821a,Viaje,48,(365)442-3274x23917,>100.000,"PSC 6096, Box 7714
APO AP 68542",4378.82,2021-10-30,2026-07-03,67.67,1,Oscar,21
d41d81ec-f0d8-4c46-a16f-b144affcbcdc,Shari Wilcox,6b5a18d3-e7da-4f99-abff-daa88e13c9d2,Vida,36,001-592-440-3225x575,>24.000,"308 Elizabeth Fords
Port Elijahchester, HI 62851",9125.91,2022-11-15,2024-08-02,61.01,2,Ambetter,18
f666f1f9-385f-425c-9b54-1ffb796c7597,Samantha Thornton,1639735c-47c0-4da5-960f-14462da00d24,Automóvil,28,(635)373-3106,>100.000,"50535 Parker Drives Apt. 306
Riverafort, IA 73116",3758.11,2024-02-06,2028-09-21,51.69,7,Ambetter,10
6160ca72-412e-4f7f-bf7a-91a2fda1d588,Renee Sanders,53fb3ed0-6a85-479d-b481-cb48ebd9dc54,Automóvil,62,478-976-9507,>500.0000,"05020 Natasha Flat
Lauraville, AS 42875",7662.13,2022-01-15,2027-10-25,55.33,7,Oscar,14
9ad63320-7c57-4546-b443-ac00ff31961a,Alicia Martin,8e652f31-539c-4290-b4d6-8bb8cf70325e,Viaje,28,001-303-553-7566,>36.000,"USCGC Hill
FPO AP 87311",1267.15,2024-02-03,2024-05-27,55.17,4,Florida Blue,10
11f55e51-bc6f-417a-8412-798f956ce059,Gregory Martin,b5fc202c-5c47-4873-b41e-8b42bc8f8af4,Viaje,38,398-858-3441x893,>36.000,"34463 Chandler Tunnel
Reidshire, WY 83011",9526.19,2023-12-08,2029-06-12,71.84,3,Oscar,0
dd62f062-3bf1-472b-9154-83cfbba263f3,Jeffrey Hicks,e177450e-fbff-4c54-9bce-f3f5a795f38b,Viaje,21,001-691-224-9638,>500.0000,"804 Barber Overpass
Cookburgh, WI 31127",4313.56,2023-01-04,2024-09-22,51.69,4,Florida Blue,7
b8c0aead-a264-47bb-85af-6d88bacc3ecf,Debra Buckley,959cf238-7728-45c1-962c-8cd5ef946fc0,Viaje,22,511.529.6295x008,>24.000,"PSC 2912, Box 2406
APO AA 48209",3336.53,2023-01-05,2026-02-17,56.0,3,Ambetter,15
6d2d374a-9534-40cb-ba4d-6f285662d652,Jordan Lewis MD,027aa550-f85d-494f-8e23-6223d4a48df6,Vida,50,+1-594-604-9023x061,>36.000,"50386 Alexander View
West Cynthiamouth, IA 52247",1598.54,2024-02-05,2025-06-15,58.06,4,Oscar,3
4075f775-b877-40f6-b1a2-dda5e832eaa4,Heidi Elliott,53e4c196-bf17-416f-906c-c43e96e28ecc,Salud,40,+1-436-932-4590x3445,>24.000,"181 Day Parks
New Aprilton, NY 58871",7250.69,2021-12-12,2025-06-11,71.76,7,Ambetter,24
a44e5ad0-4a9d-4c63-a6c7-074a6d2e8faf,Kyle Burke,1f8a6fb4-cdd5-4da9-a817-dbe7a335d1e9,Salud,61,329-491-2420x13158,<24.000,"905 Best Courts Suite 105
Dannyshire, OK 76680",5402.08,2022-10-31,2023-12-11,52.29,4,Florida Blue,18
4e6995ce-145a-497f-a7f7-efee96959792,Melinda Martinez,9c731457-bf4c-4fba-9151-d06d1068ca44,Automóvil,27,8744183836,>60.00,"3000 Lee Parkway
Barbaraton, WY 01589",7957.09,2022-03-31,2029-03-08,66.37,6,Florida Blue,12
cb0f667d-f9b7-4b22-a0fd-f527935e09e7,Stephen Bryan,c0addfd2-b72e-4bf5-8ccd-6bfff77c8861,Hogar,37,+1-423-330-6624,>50.000,"165 Kathy Throughway Apt. 725
Veronicahaven, AK 28967",9416.54,2022-12-23,2023-05-23,66.73,4,Ambetter,1
9f93001b-9d20-4235-be42-63586ff2d576,Mrs. Rachel Hunt DDS,490da8a7-4143-42d6-a127-2a9593d80b93,Salud,39,720.994.8226x124,>500.0000,"403 Jeremy Streets
Phillipsmouth, OR 40287",3142.83,2023-07-13,2023-09-30,64.95,1,Florida Blue,21
57995c93-1279-460b-b8ab-c25294ef1a5a,Matthew Perez,fbddfa79-8bd3-4eda-a77b-a772cc0cdfee,Viaje,57,604.966.5175,>100.000,"72393 Howell Highway Apt. 220
Turnerfort, UT 34828",8431.38,2022-01-12,2026-11-01,54.48,6,Oscar,22
d897ace6-bd86-49f0-805b-330e89ac9586,Lisa Harrison,8947ea26-2997-4c1e-a657-a9ad933ba0eb,Viaje,26,362.634.1209x1393,>50.000,"87625 Bryant Inlet Apt. 340
West Davidview, DE 69242",4252.29,2022-04-30,2025-01-23,64.0,5,Florida Blue,22
f73cc63b-aae7-4d60-9abe-e07efce659ce,Terry Lopez,3a1ad1fb-ff8e-450c-b58d-a6bd4bc708f3,Viaje,43,649.228.5359,>24.000,"PSC 2684, Box 8228
APO AA 47463",402.34,2021-12-22,2024-09-12,59.59,2,Florida Blue,23
afb9373e-1022-4d68-93eb-f9ed366a8163,John Riggs,aaad3c85-9bc7-4f5b-bfd0-f5058d5049c4,Automóvil,41,3237423995,>100.000,"32100 Kimberly Shores
Kylebury, TN 39537",4062.41,2022-01-31,2024-05-09,74.91,2,Oscar,3
14ff2141-1fd0-424c-a38f-c867abf40b57,Kevin Cameron,b5a1dd34-be03-4c5d-bd08-7d3a14299058,Salud,40,617.569.5760x81459,>100.000,"95314 Lynn Mews Suite 091
Gonzaleztown, PR 56908",1280.87,2023-01-25,2023-02-07,56.54,1,Ambetter,31
3315be4c-fc5e-4ab0-bd58-6ceacb6cc71a,Benjamin Harris,37fbd5ab-aaf9-45af-a9f2-2e8f5065a583,Automóvil,30,+1-358-448-0480x0219,<24.000,"25051 Fisher Hollow
Cindyton, MH 41803",6941.15,2022-11-01,2028-08-01,56.05,1,Ambetter,17
b0d2df3b-e6f2-49ed-a9fc-e9e77f670709,Kelly James,61de8128-61fb-41b6-8bd3-a60152154ca1,Hogar,48,502-616-5418,<24.000,"5129 Lee Avenue
West Eric, MS 36588",679.58,2024-03-11,2027-02-18,66.09,2,Florida Blue,23
6e4ce8f9-2712-4523-b16f-e76e96c4f20a,Michael Smith,91cab3ff-bd05-45ec-b969-70050df2a065,Hogar,58,460.828.1738,>36.000,"8029 Kimberly Expressway Suite 130
Joneschester, CT 57077",9909.77,2021-11-19,2027-04-19,71.29,5,Ambetter,17
8b56a2bb-60cc-48fb-b70a-905058f5a8fb,Joshua Smith,bb7a1280-e290-4804-b714-fafc3494a3d0,Automóvil,24,(411)890-9920,>100.000,"467 Jason Greens Apt. 995
Brendaside, WY 61920",4529.44,2021-08-22,2029-01-23,68.67,1,Oscar,11
0f362f1d-9822-43b5-ab7e-7461f4beac1d,Krista Marshall,5360a1c6-9cc6-4837-ae15-13eda1977d4a,Automóvil,29,(530)292-0108x1737,>24.000,"USCGC Butler
FPO AA 98201",4543.03,2023-12-03,2025-08-10,56.8,2,Florida Blue,0
0f28a212-21a1-43bc-b8a2-6ea26e6a91f0,Peter Johnson,db0fa51b-0de9-48bf-bba9-5c1f09ca5dd7,Vida,23,(200)649-7845,>50.000,"672 Palmer Grove
Samanthafort, DC 31775",3095.37,2024-02-24,2029-03-09,66.86,7,Oscar,22
6f316d01-c2bc-4802-bb7f-d5766e576152,Glenn Howard,cac8a15d-a251-4a37-b67d-6a6624b38f94,Salud,26,+1-424-715-5139x493,>60.00,"40625 Arnold Mews
Darlenehaven, NC 92169",6719.07,2023-03-08,2028-01-13,62.88,3,Florida Blue,11
6057b25d-5593-43a2-9fed-2f74a06d63fb,Christian Larson,6a6ea9c6-a2d7-4de0-b527-520758c80a64,Viaje,51,001-746-490-1266,>24.000,"30112 Heather Tunnel Suite 659
New Sonia, MI 53751",8914.09,2023-05-23,2023-10-11,71.41,7,Ambetter,1
2ad9de52-d41e-4af9-8972-92ebb5e75c96,Edward Kelley,d2a2c68b-0d1c-45a8-8475-334d82797743,Hogar,41,824-420-4362,>100.000,"8606 Lauren Ferry
Matthewburgh, ND 02078",101.35,2023-11-10,2024-02-10,67.83,4,Florida Blue,27
bb3852d1-b914-4b72-984c-6031f1935ff0,Donna Kane,c4564659-7d1e-4227-a6f7-b7419d692671,Salud,21,+1-867-279-1204x6248,>100.000,"873 Christine Extensions
Alexandriaport, FM 85433",6933.41,2024-01-02,2028-02-17,73.64,3,Ambetter,17
039d3157-2bd2-42a2-9054-f7b715b2b35d,Kendra Riley,4f22813e-3f3b-46f6-a8f4-02fa4a76e7c2,Hogar,38,(934)595-9799x4546,>100.000,"5226 Brown Knolls Suite 500
Starkfort, PA 91574",7994.1,2024-03-17,2028-11-25,65.26,4,Oscar,4
799e93e6-3ec6-4452-925a-ff5c40b7fe32,John Acosta DDS,1233762e-05ac-4d3f-887a-b89741282dd5,Salud,25,(602)747-6463,<24.000,"097 Walker Junctions Suite 729
Lake Michael, KY 42998",2775.89,2022-08-01,2022-09-04,68.36,1,Oscar,23
0570a7a8-3354-4fcf-92e3-b8f00ab11e84,William Hanson,3183015b-17c0-47de-b3e4-25881341372e,Viaje,18,427-894-4650,>36.000,"PSC 6624, Box 0980
APO AE 73991",1061.8,2022-05-07,2026-07-22,71.7,2,Ambetter,22
86b90b56-8e2b-44f7-9275-ff447d5909ad,Randy Moreno,e48ead6e-64e0-4291-a898-14c61d25db58,Hogar,57,001-338-260-7769,>36.000,"USNV Johnson
FPO AE 06762",9030.5,2023-01-10,2028-03-27,57.47,5,Florida Blue,0
20774a7e-7618-4472-8ea4-e5495480e82e,Natasha Vincent,2e48d0c9-93ff-4498-b193-d787c614c77b,Automóvil,22,+1-955-250-0206x596,>100.000,"309 Michelle Trail
West Lisa, NJ 07272",873.64,2022-09-30,2022-11-22,55.87,1,Ambetter,13
53665c4b-f9a6-45bd-bac0-09eb5917d9d0,Erin Carey,c3018f81-21bb-4f9e-b3e1-b4752f975609,Vida,53,714.424.3719,>100.000,"3165 May Locks Suite 263
Sparksstad, AZ 07837",6292.98,2022-08-23,2023-06-09,63.19,4,Ambetter,24
f405fcbd-59d5-4bc6-a78c-351544b4ba13,Robert Cobb,7b48a928-d01e-4d96-bf2d-3a4b37536059,Vida,22,466-715-6013x442,>60.00,"304 Miller Fields Apt. 872
West Michael, ND 94860",5705.33,2024-01-21,2026-09-04,52.78,1,Oscar,1
95a33a5e-0ea7-4ab3-8508-a466e4f520d7,Robert Newman,9017bd98-5cba-4914-ad29-abdbfcb6e044,Vida,22,001-647-746-4638x1860,<24.000,"578 Jackson River Apt. 391
Paulaborough, MD 02417",1627.39,2023-03-20,2023-04-30,70.76,1,Florida Blue,25
64547170-e96b-499d-85a4-9dbfeeae50bf,Isaac Thomas,ce472555-e604-4230-8fc2-2c0901bd474f,Viaje,60,+1-704-849-2123x75508,>60.00,"2956 David Fork
East Jessica, NH 13382",6415.63,2023-02-20,2028-01-20,65.84,6,Florida Blue,6
45203f83-f48e-4703-9c41-37268a5bd579,Adrienne Tucker,6e3b2b97-3d8a-4375-a588-00f08b6446c8,Vida,54,(241)425-8903x8377,<24.000,"88227 Hayley Dale
Leemouth, IA 94937",5535.4,2023-01-02,2027-04-01,51.34,4,Florida Blue,2
a2a210bf-6773-43cb-9bed-f2971d0aa619,Joanne Jackson,3507da5c-86cd-4283-8135-cff54bdeba1e,Automóvil,41,441.497.4812,>36.000,"44492 Ellis Shoal
West Jennifer, TN 76854",4622.24,2024-04-15,2025-08-14,63.95,3,Ambetter,15
b60fd1b9-4152-4985-8d6c-934e46f4b2d4,Tiffany Perez,cf75e9ff-d33c-46df-815b-254a89b49d54,Viaje,60,001-865-303-3702x9038,>24.000,"5600 Reyes Shoals Suite 918
Stanleymouth, AZ 88491",2026.25,2024-07-28,2027-09-09,58.37,4,Oscar,8
9f0144c8-021d-4df5-bb96-8446f915d94e,Frank Garcia,6eeee703-c156-4c1d-bc6b-0a304ffdca55,Automóvil,24,649.600.7973x90406,>60.00,"Unit 0832 Box 5966
DPO AE 10243",2396.17,2023-02-14,2024-06-21,50.78,7,Oscar,15
